source;text;person;sentiment
instagram;Maaf.. kami makassar udh pilih Anies-Muhaimin ??;anies-cak imin;negative
instagram;Saatnya bersih-bersih daripada Anies yg bergerak rata semua lu wkwk;anies-cak imin;negative
instagram;Guru yg spt pak Anies ya pak??;anies-cak imin;positive
instagram;1 ?? Anies Presiden RI 2024 Amin;anies-cak imin;positive
instagram;Semakin mantap ANIES Presiden..;anies-cak imin;positive
instagram;Bravo Pak Anies???? AMIN no 1 InsyaAllah menang????;anies-cak imin;positive
instagram;All in Anies ??????;anies-cak imin;neutral
instagram;Makin yakin, pilih 1. Anies-Muhaimin AMIN, Bersama Mewujudkan Indonesia Adil, Makmur, Sejahtera?? #AMINAjaDulu;anies-cak imin;positive
instagram;Semangat pak Anies Baswedan. Semoga Allah SWT meridhoi dan menjadikan beliau pemimpin negeri ini yang yg amanah dan bertanggung jawab. Aamiin ??;anies-cak imin;positive
instagram;Santuy pak anies gw dukung, bapak keren soalnya tau akar masalah PETANI adalah di tata niaganya, gak kayak paslon laen yg malah nyuruh makan jagung.;anies-cak imin;negative
instagram;Sehat selalu pak Anies Baswedan Presiden Indonesia pilihanku ????????;anies-cak imin;positive
instagram;"Paslon ""AMIN"" ??
=Anies/Muhaimin.. pasangan terbaik 
dan santun menurut saya..(Baik utk Dunia/
baik juga utk di Akhirat)
Aamiin...????????";anies-cak imin;positive
instagram;secara obyektif, Anies tetep jadi pilihannya, cerdas, santun dan berakhlak baik, santri, visioner, rekam jejak tergambar jelas dan tanpa beban masa lalu #AMINAjaDulu;anies-cak imin;positive
instagram;?????? mentri tenaga kerja  kan anak buah nya  ente cak;anies-cak imin;positive
instagram;Hidup anies pokoknya;anies-cak imin;negative
instagram;Proyek 6M nya erick pake rumput std PSSI ??????. Anies ketawa liat ini;anies-cak imin;positive
instagram;Kok cara ngomongmu kyk capresmu to Cak? Kebanyakan retorika belaka, intinya ngga sepenuhnya setuju ada buruh yg menuntut kenaikan upah kyk capres nomor dua kan?;anies-cak imin;negative
instagram;Pada mau nyerang Pak @aniesbaswedan dengan menilai banyak kurang karya pak Anies, eh pas diganti rumputnya ternyata zonk. Memang bagus kualitas karya pak Anies Baswedan, makin mantap pasangan AMIN ??;anies-cak imin;positive
instagram;Ini yang mau di salahkan siapa nih??????? Anies kah ? Erick tohir kah ??????? Atau hujan nya??????? Mau tau yang katanya stadion atapnya bisa di tutup jika hujan........tapi kok masih kebanjiran ??;anies-cak imin;negative
instagram;Ngomong terkesan hati-hati, soalnya menakernya anak buah cak Imin.;anies-cak imin;negative
twitter;"Juru bicara Tim Nasional Pemenangan Anies-Muhaimin atau Timnas AMIN, Indra Charismiadji, ditangkap oleh Kejaksaan Negeri Jakarta Timur pada Rabu, 27 Desember 2023. Hal ini dibenarkan oleh Anggota Tim Hukum Timnas AMIN, Aziz Yanuar.

Saat ini, katanya, Tim Hukum Timnas AMIN masih berkoordinasi dengan pihak keluarga Indra. Ia mengatakan, bakal mengirimkan surat permohonan penangguhan penahanan ke Kejati DKI Jakarta dalam waktu dekat.";anies-cak imin;negative
instagram;Kasian Pak Anies... Orang sehebat dia kok bersaing dengan orang² berkemampuan akademis rendah;anies-cak imin;negative
instagram;Hubungan Internasional jadi hidangan manis oleh Anies??;anies-cak imin;positive
instagram;Dari sini membuktikan pak Anies sudah membawa kepada perubahan, dari cara kampanye desak Anies, paslon lain ikutan bikin jg cuma beda judul, sekarang pak Anies live tiktok Paslon lain jg mau ikutan????, sangat benar sekali kalau pak Anies bagian dari 20 tokoh pembawa perubahan dunia, berani tampil beda dan ditiruin????;anies-cak imin;negative
instagram;Yaman Yaman Yaman aja, waktu pilkada DKI juga gitu jakarta mau di yaman kan. Makin aneh sekarang, kakeknya dia pahlawan nasional. Dia lahir dan besar di Indonesia, gw gak bela pak Anies. Gimana mau berdemokrasi yg sehat. Nanti siapapun yg terpilih jd presiden mau petugas partai, mau gemoy2an mau pak amin itu adalah putra terbaik Indonesia harus bisa menerima ..... Norak;anies-cak imin;positive
instagram;Survey menunjukkan paslon 01 semakin lama semakin naik terus...dgn gagasan2 yg inovatif Dan hampir semua paslon mengcopy ide2 kampanye paslon 01 membuktikan bahwa Paslon 01 mempunyai gagasan ide yg luar biasa Dan semuanya berbobot dgn adu gagasan bertemu masyarakat....desak anis...slepet cak Imin...Dan terakhir live TikTok semuanya mendapatkan respon yg positif....tdk hanya mengandalkan bagi2 uang..sembako dll....tetapi bagaimana merangkul semua elemen masyarakat utk membangun bersama2....Capres mana lagi yg kau dustakan?;anies-cak imin;negative
instagram;Insyaallah anies??;anies-cak imin;positive
instagram;Iyyaaa betulll nanti setelah Pak Anies dilantik Paslon nomer 02 dan 03 melaju keputaran berdua....???? berdua aja saling main putar2an????;anies-cak imin;neutral
instagram;All In Anies Baswedan ????;anies-cak imin;neutral
instagram;Sebaik baiknya di kemas sama pak lurah,kita ttp plh no 1 Anies Baswedan;anies-cak imin;positive
instagram;Emang kl buat Penggebrak IDE dan Gagasan AMIN No.1, Paslon AMIN ...cukup tau diri GA BISA NYEBAR BALIHO DISELURUH PELOSOK TANAH AIR, karna keterbatasan Dana....mknya Anies CAPRESS pertama yg MEMANFAATKAN MEDIA SOSUAL untuk INTERAKSI langsung dgn pendukungnya...! Paslon 02 selaluuuuu mengandalkan BALIHO....BALIHO....BALIHO...ya jelasslah  punya pohon duit tinggal gunting..ANIES Capress yg membawa Inspirasi untuk Capress lainnya @vanka_sharon26  yg pasti  JKT DIPIMPIN Anies ngga mundur...wahai kuntil anak!! Jkt makin bagus koq....! Engga oetnah lihat jkt ya??;anies-cak imin;negative
instagram;Demokrat kenapa deh . Jahat bgt bilang Yaman ke Anis. Itu Pak Anies Kakeknya Pahlawan loh keluarga Baswedan.;anies-cak imin;positive
instagram;dulu katanya kalo pak anies jadi gubernur JKT bakal jadi suriah, sekarang terbukti ga ?;anies-cak imin;negative
instagram;Klo bisa bikin acara kaya #desakAnies juga biar bisa dihadiri masyarakat umum yg kritis tanpa ada settingan. Memang Anies Baswedan yg paling layak jd Presiden RI 2024;anies-cak imin;negative
instagram;Semuanya akan ikut Anies cara mainnya pada akhirnya;anies-cak imin;negative
instagram;MasyaAlloh Pak Anies pioneer nya capres yg pertama kali live Tiktok. Pak Anies memang selalu visioner #AMINAjaDulu;anies-cak imin;positive
instagram;01 paslon yg paling kreatif ,  Pasti ntar pada ngikut Anies bubble juga. ??;anies-cak imin;positive
instagram;Makasih pak anies udah jadi inspirasi untuk yang lainnya....;anies-cak imin;negative
instagram;PADA AKHIRNYA SEMUA IKUT ANIES #aniesmuhaimin2024;anies-cak imin;negative
instagram;Pak Anies siap melibas habis tema?? ayoo AMIN go! Ri1;anies-cak imin;negative
instagram;Dulu kalo di jkt misalkan ada banjir cuman ada dikasih toa sama baginda capres Anies wkwkwk;anies-cak imin;positive
instagram;Anies muhaim terbaik??;anies-cak imin;positive
instagram;Abah ??????. Love Abah ANIES BASWEDAN;anies-cak imin;positive
instagram;????BUKTI !!! Anies sangat menginspirasi sehingga diikutiyg lainnya. IDE ITI MAHAL. Makin mantap AM1N ?? Kayak makan Gratis ide Anies, sudah jalan program itu di DKI. Makin gemes ama Anies;anies-cak imin;negative
instagram;TETAP ANIES PRESIDEN RI 2024;anies-cak imin;positive
instagram;Abah anies??;anies-cak imin;positive
instagram;Sy amat ga setuju setiap ganti pemimpin kebijakan berubah..klo bgtu trus indo ga akan maju..krn slalu mulai dari 0 lg..contoh jkt klo sj anies tdk egois dan melanjutkan kebijakan ahok yg baik psti jkt jauh lbh baik lg..mgkin jkt ud bisa kyk singapura..dan sy pun berharap gubernur dki nanti bisa melanjutkan program anies krn bnyk jg program anies yg baik..;anies-cak imin;negative
instagram;Yang original tetap abah anies, walau di tiru sama yang lain, Abah anies tak ada duanya, abah anies hanya satu ??????;anies-cak imin;positive
instagram;Pilpres kali ini berwarna dan serasa dekat sekali ke masyarakat, diakui atau tidak pak Anies dan tim bawa kampanye kebaruan yg belum pernah ada sebelumnya jadi game changer jalannya pemilihan umum. Dari dialog terbuka, sampe penggunaan media sosial. Sangat terbuka dan adaptif;anies-cak imin;negative
instagram;Tombol Mas Anies.. Mas Anies  PilihanNomer Satu. ???????? Ketahanan Singkong Bagaimna?.;anies-cak imin;positive
instagram;Tetap kalo soal ngomong gua yakin pemenangnya pak anies ???? tinggal yang ndengerin nilainnya gnna;anies-cak imin;negative
instagram;Depat capres lebih seru ????????pak anies;anies-cak imin;positive
instagram;Anies is the best... InsyaAllah.;anies-cak imin;positive
instagram;salam perubahan dari salah satu warga sapeken pak Anies;anies-cak imin;negative
instagram;bismillah bapak anies presiden 2024;anies-cak imin;positive
instagram;mudah mudahan se indonesia terbuka hati dan jiwa untuk memenangkan pak Anies;anies-cak imin;positive
instagram;insyaallah pak Anies menang aminnn??;anies-cak imin;positive
instagram;saya selalu berdoa pak Anies menang satu putaran;anies-cak imin;positive
instagram;hanya pak Anies calon presiden keren yang sllu berbaur dengan rakyat;anies-cak imin;positive
instagram;bismillah pak Anies menang menang menang;anies-cak imin;positive
instagram;tetap pak Anies, wakanda no more Indonesia forever??;anies-cak imin;positive
instagram;salam perubahan pak anies menang satu putaran??;anies-cak imin;positive
instagram;makin yakin pilih no 1 pak Anies??;anies-cak imin;positive
instagram;Pak Anies itu cendekiawan, intelektual dan wawasan internasional luas??;anies-cak imin;positive
instagram;Terwujudnya masyarakat adil dan makmur berkat pak Anies;anies-cak imin;positive
instagram;Bismillah pak Anies RI 1 aminn??;anies-cak imin;positive
instagram;Pokoknya saya dukung anies baswedan, karena tutur katanya sangat santun saat BERBOHONG.;anies-cak imin;negative
instagram;Kita semua tahu tentang Anies baswedan: bukan Pimpinan Partai Politik, Anies tidak punya uang, Awalnya bukanlah seorang Politisi, Jadi Menteri ehh dipecat, Berhasil mengalahkan Ahok, kalau musuhnya saat itu bukan Ahok, sepertinya cerita akan lain. Dan beberapa catatan yg kurang meyakinkan. Yg Anies punya hanyalah mulut manis, dan dengan bekal mulut manisnya, Anies dengan gagah tampil dan dicalonkan menjadi seorang Capres. Kalau Anies berhasil menang Pemilu dan menjadi Presiden. Maka Anies akan menorehkan sejarah penting dimana hanya modal mulut manis bisa sukses menjadi seorang Presiden.;anies-cak imin;negative
instagram;Hanya bisa berdoa untuk negeriku tercinta.. Semoga Allah hancurkan sehancur2nya manusia2 curang, serakah, dzolim dan segala bentuk kecurangan, keserakahan dan kedzolimannya di negeri ini hingga mrk tak mampu lg berkuasa maupun memimpin negeri ini selama2nya.. Dan semoga Allah idzinkan dan mudahkan Anies Rasyid Baswedan memimpin negeri ini.. Aaamiin Aamiin Yaa Mujibassailiin;anies-cak imin;positive
instagram;Penyebab survey no.2 dan no.3 turun adalah cmn 1 yaitu no.1..pak anies sdh trlnjur mnang d hati rakyat kecil;anies-cak imin;negative
instagram;Gini aja setiap kita ingin menjadi sesuatu dengan baik maka hasil nya akan baik, sebaliknnya setiap kita ingin menjadi sesuatu dengan cara yang tidak baik,, maka hasil nyaa,,,ANIES FOR PRESIDENT 2024 #salamakalsehat;anies-cak imin;positive
instagram;Anies Muhaimin R1;anies-cak imin;neutral
instagram;Gak heran ?? Tidak ada tauladan di rezim ini ?????? makanya besok jangan salah pilih pemimpin negara No.1 ANIES MUHAIMIN InsyaAllah amanah & beri tauladan utk pemimpin2 di bawahnya ?? rakyat makmur;anies-cak imin;positive
instagram;INSYA ALLAH  ANIES RI 1  2024 .. AMIN ..;anies-cak imin;positive
instagram;Dalam hati kecil dongkol .... keluar dari Anies e e e lha kok skr jadi Jurkam nya Si Bocah;anies-cak imin;negative
instagram;Pantesan anies di incer terus;anies-cak imin;negative
instagram;Bismillah, Makin yakin, pilih 1. Anies-Muhaimin AMIN, Bersama Mewujudkan Indonesia Adil, Makmur, Sejahtera?? #AMINAjaDulu;anies-cak imin;positive
instagram;ini ya bosnya Alexis yang ditutup Anies?;anies-cak imin;positive
instagram;Mari rakyat Indonesia menangkan Pak Anies.;anies-cak imin;negative
instagram;Nawaitu Bismillah Anies Presiden 2024 - 2029;anies-cak imin;positive
instagram;ANIES hanya bisa di kalahkan dngn kecurangan;anies-cak imin;negative
instagram;Insyaallah Anies-Muhaimin menang satu putaran ??;anies-cak imin;positive
instagram;AMIN??Anies terbaik dr paslon lainnya semoga Anies tdk di curangi??;anies-cak imin;negative
instagram;Barakallah Pak Anies;anies-cak imin;neutral
instagram;Emang yg paling aman itu presiden nya anies..tp harusnya bukan muhaimin wakilnya;anies-cak imin;negative
instagram;Makasih pak anies;anies-cak imin;positive
instagram;Bismillah Anies Presiden ????RI 2024-2029.;anies-cak imin;positive
instagram;bismillah, atas izin tuhan yg maha esa, anies muhaimin semoga yang pimpin ini negri ????;anies-cak imin;positive
instagram;Love you pak Anies Baswedan ??;anies-cak imin;positive
instagram;Nahdiyin yg dukung itu keliru,yg islami sungguhan adalah Anies& Muhaimin,yg lainnya palsu.;anies-cak imin;positive
instagram;Anies cerdas kharisma??;anies-cak imin;neutral
instagram;Manrap cak imin;anies-cak imin;neutral
instagram;Iklim keterbukaan dalam komunikasi yang sudah berhasil diterapkan di DKI semoga semakin berkembang saat pak Anies jadi RI-1 2024 insyaAllah...#aminajadulu;anies-cak imin;positive
instagram;BAZER ANIES DI PILKADA DKI JAKARTA JAUH LEBIH SADIS;anies-cak imin;negative
instagram;Anjay metro berita anies mulu ??;anies-cak imin;negative
instagram;Jejek balik cak, ngunu wanie nek akeh an, ijenan yo bisu mbidek ae;anies-cak imin;negative
instagram;mantap pokoknyaa 2024 dukung pa anies baswedan ,untuk perubahaan indonesia semakin maju dan sejahtera;anies-cak imin;positive
instagram;Setuju banget sihh, insyaallah 2024 pasangan AMIN menang?? Pak Anies Baswedan presiden nya;anies-cak imin;positive
instagram;Sebaiknya Dana Anggaran IKN di buat untuk hal yang penting untuk rakyat seperti fasilitas kesehatan dan pemerataan ke daerah-daerah. Anies mempunyai visi misi gagasan yang luar biasa untuk Indonesia.;anies-cak imin;positive
instagram;Fakta, di zaman anies bebas bereksperi dan gak anti kritik;anies-cak imin;negative
instagram;Tombol Anies ---------------------------------------->;anies-cak imin;neutral
instagram;Hanya kpd Pak @aniesbaswedan, percaya KPK kembali berjaya, sbb pak Anies sendiri pernah terlibat pd pemulihan nama baik KPP diera Sby??;anies-cak imin;positive
instagram;Anies bisa menang kalo cawapresnya ngak banyak Haluuu...;anies-cak imin;negative
instagram;INDONESIA PUN DAMAI SEJAHTERA JIKA DI PIMPIN ANIES BASWEDAN. AMIN;anies-cak imin;neutral
instagram;Terimakasih pak Anies??;anies-cak imin;positive
instagram;Terima kasih pak anies.... ????;anies-cak imin;positive
instagram;No 2 melawan konstitusi oligarki jg,no 3 banteng lg ngg ada perubahan no 1 terbaik pak Anies mudahan Allah kabulkan??;anies-cak imin;positive
instagram;Pak Anies org jujur cerdas rekam jejak baik dikritik tidak arogan beliau cucu pahlawan nasional AMIN??;anies-cak imin;negative
instagram;Anies pemimpin yang didambakan orang baik;anies-cak imin;positive
instagram;Insya Allah Pres dan Wapres kita untuk periode 2024-2029 adalah No.1 AMIN, Anies Basweda - Muhaimin Iskandar, Aamiin Aamiin Aamiin Yaa Robbal alamiin;anies-cak imin;positive
instagram;Tetep Anies cak imin;anies-cak imin;positive
instagram;AMIN??Anies org jujur cerdas rekam jejak baik beliau pejabat yg tidak memperkaya diri walau dikritik ia tetap tenang tidak arogan;anies-cak imin;negative
instagram;Pak anies lah yg amanah.;anies-cak imin;neutral
instagram;Cak Nusron itu kan penjilat Jokowi;anies-cak imin;negative
instagram;Anies Baswedan ????;anies-cak imin;neutral
instagram;Bapak Anies org jujur cerdas rekam jejak baik bapak Anies tidak arogan kritikan ditanggapi dengan santai ??;anies-cak imin;positive
instagram;ANIES terbaik??;anies-cak imin;positive
instagram;Pak anies presiden 2024 ??;anies-cak imin;positive
instagram;Tks pak Anies atas kinerja nya selama pimpin jkt;anies-cak imin;negative
instagram;Pak anies ??;anies-cak imin;neutral
instagram;SKIP dengan pemimpin otoriter yang kaku dan eksklusif, mending pilih Anies utk PERUBAHAN Indonesia;anies-cak imin;positive
instagram;better pak anies aja yg jd presiden, org dr kelompok militer sm skli ga cocok jd presiden;anies-cak imin;positive
instagram;anies baswedan lah solusi untuk menghilangkan militerisme yg trlalu kental;anies-cak imin;positive
instagram;Tetap anies sudah di hati..;anies-cak imin;positive
instagram;kalo kaji ulang apa para investor tinggal diam ya ngak lah , apakah kamu punya cara kalahin ide idenya sang pelopor. di Tiongkok aja berani bangun dgn kondisi yg rugi pol tapi akhir nya jadi sukses, kayak jln tol di indonesia dulu banyak yg protes termasuk gerombolan anies dkk ternya banyak manfaatnya bagi rakyat yo;anies-cak imin;negative
instagram;Main dua kaki...tetap Anies yg paling  pantas utk presiden;anies-cak imin;positive
instagram;Jelas yg hancur karier imin juga anies dan partai pengusung;anies-cak imin;negative
instagram;Hanya pak ANIES;anies-cak imin;neutral
instagram;Anies - amin ??????;anies-cak imin;neutral
instagram;Semakin banyak masukan dari rakyat terkait IKN terutama dari kalangan akademisi. Setuju untuk dikaji ulang, semoga pak Anies bisa menjalankan tahun depan. Aamiin. #aminajadulu;anies-cak imin;positive
instagram;Insyaa Allah Pa Anies;anies-cak imin;neutral
instagram;ARB - ANIES RASYID BASWEDAN ????;anies-cak imin;neutral
instagram;2024 All in Anies - Muhaimin ??;anies-cak imin;neutral
instagram;Anies sih yang Op soal debat mah????;anies-cak imin;positive
instagram;Komplit banget pengalaman Pak Anies  ini..??;anies-cak imin;positive
instagram;TAU GAK GESSS,, info orang dalam  Tempo jadi medianya PKS sekarang. Benarkah itu? Dia katanya dibayar ratusan juta sampai milyaran buat dukung Anies ????;anies-cak imin;negative
instagram;Yang jelas pasangan anies-imin yang unggul dalam debat pilpres;anies-cak imin;positive
instagram;Napa makin mantap gak pilih anies ?????????;anies-cak imin;positive
instagram;@jokowi dan @pdiperjuangan mau cakar² an mau tinju²an bodo amat ,waktunya Indonesia dibenahi dirubah bersama AMIN Anies Muhaimin;anies-cak imin;positive
instagram;FIX...2024 AMIN...ANIES-CAK IMIN ????????????;anies-cak imin;neutral
instagram;Bismillaah...Anies presiden 2023..insyaa Allaah aamanah..AMIN;anies-cak imin;positive
instagram;All in Anies cak imin???? rakyat Indonesia sudah pintar ????;anies-cak imin;neutral
instagram;Saya berdoa semoga bapak sehat terus agar bisa menyaksikan Pelantikan Anies-Muhaimin dilantik sebagai Presiden 2024 ??;anies-cak imin;positive
instagram;Mantap pak anies;anies-cak imin;positive
instagram;Anies presiden RI 2024;anies-cak imin;positive
instagram;Mau dilanjutkan atau harus ada prubahan,gunakan akal sehat kalian,,2024 ANIES PRESIDEN????;anies-cak imin;positive
instagram;Anies pokoke yess lah..;anies-cak imin;neutral
instagram;Karepmu cak..;anies-cak imin;neutral
instagram;Tetap Pilih Pak Anies Muhaimin ??????;anies-cak imin;positive
instagram;Insya Allah anies pilihan terbaik;anies-cak imin;positive
instagram;Mantaf pak anies sukses mempersatukan semuany ,,,,,,moga lebih maju ,adem ,perubhan;anies-cak imin;positive
instagram;Pak Anies capres paling sedikit harta kekayaannya pak Anies pejabat yg tdk memperkaya diri??;anies-cak imin;negative
instagram;Anies Baswedan ??????;anies-cak imin;neutral
instagram;Semoga Allah kabulkan doa rakyat yg ingin PERUBAHAN ANIES PRESIDEN 2024-2029??????;anies-cak imin;positive
instagram;Kami tetap anies baswedan;anies-cak imin;positive
instagram;Insyaallah pak Anies Baswedan ??;anies-cak imin;positive
instagram;2024 ganti rezim, menangkan Anies Muhaimin;anies-cak imin;negative
instagram;Mas Anies Baswedan, kubur dalam2 harapan mu untuk menjadi Presiden RI 2024;anies-cak imin;positive
instagram;Saya akan bangga bila cak imin ini menyuarak program untuk memajukan negri ini. Jangan smp  anda ini yg sdh terhormat bisa jd cawapres. Gara gara sering meremehkan dan menghujat lawan anda. Anda akan jadi terhina. Matursuwum;anies-cak imin;negative
instagram;Ojo kakean ngomong cak..nanti malah blunder loh..di pecat koq bersyukur..di mana2 kalo di pecat ya gak bisa kerja pak????????;anies-cak imin;negative
instagram;Ojok konyol² ngono cak Nek omong;anies-cak imin;negative
instagram;Kalo Anies ga setuju berarti Jokowi dah bener jalannya;anies-cak imin;positive
instagram;Bismillah, Anies Baswedan ??;anies-cak imin;positive
instagram;Anies kepilih aroma aroma IKN mangkrak ??;anies-cak imin;negative
instagram;Koalisi anies ngga berani vokal soal intimadasi takut karna kartu AS nya dipegang istana ?;anies-cak imin;negative
instagram;https://megapolitan.kompas.com/read/2020/06/27/18401751/beri-izin-reklamasi-untuk-ancol-anies-dikritik-langgar-janjinya-sendiri?page=all. Pokoknya Jangan Pilih Capres Petugasnya Paloh!;anies-cak imin;negative
instagram;Lebih percaya Jokowi dari Anies !!;anies-cak imin;positive
instagram;"Yaaah telat komen saya.
Yaudah gapapa yang penting gak telat untuk coblos ANIES BASWEDAN. No gimik joget joget gemay gemoy ??????";anies-cak imin;negative
instagram;Alhamdulillah makin mantap dukung pasangan ANIES BASWEDAN dan MUHAIMIN ISKANDAR. ??;anies-cak imin;positive
instagram;All in Anies lah??????;anies-cak imin;neutral
instagram;Anies ??????;anies-cak imin;neutral
instagram;Anies Baswedan ??;anies-cak imin;neutral
instagram;Alhamdulillah PSHT dukung ANIES dan MUHAMIN ??????;anies-cak imin;positive
instagram;Fix anies;anies-cak imin;neutral
instagram;Heran, kenapa surya paloh pilih anies, padahal sudah jelas anies itu orangnya ngaur;anies-cak imin;negative
instagram;Capres ku cerdas banget????Makin yakin, pilih 1. Anies-Muhaimin AMIN, Bersama Mewujudkan Indonesia Adil, Makmur, Sejahtera?? #AMINAjaDulu;anies-cak imin;positive
instagram;President nya harus Anies biar biar firli di miskinkan msntap ????????;anies-cak imin;negative
instagram;"Jangan aneh"" @pk_sejahtera , sebagai pendukung pak anies ngak apa"" IKN pindah, RUGI besar kalo ngk pindah. Tolong statementnya di ralat.";anies-cak imin;negative
instagram;Tim anies??? #salamperubahan;anies-cak imin;negative
instagram;Allah menganugerahkan pak anies pikiran yang cemerlang , orasi spontan tertata rapi itulah kelebihannya. Tapi 7 hari kemudian lupa , dengan apa yg disampaikan ????;anies-cak imin;positive
instagram;Cuma anies yang paling kompetens pimpin indonesia, PEJABAT sdh terbukti mustahil korupsi;anies-cak imin;negative
instagram;Tegak lurus Anies dan PKS, insya Allah anies orang baik, partainya juga tidak buruk ??;anies-cak imin;positive
instagram;Alhamdulillah makin mantap pasangan ANIES BASWEDAN dan MUHAIMIN ISKANDAR ????;anies-cak imin;positive
instagram;Kalau Anies bicara di iyakan saja biar tidak mutung, cemberut dan nangis...., kan masyarakat sudah tahu kalau dia tukang duobol;anies-cak imin;negative
instagram;Anies cuma punya gagasan,  gak punya kerjaan??????;anies-cak imin;positive
instagram;di seluruh dunia cuma 1 gubernur KELEBIHAN BAYAR, yaitu Anies Baswedan ??????;anies-cak imin;negative
instagram;itu krn food estate gagal cak, gitu aja kok ga paham;anies-cak imin;negative
instagram;Masya Allah luar biasa pak Anies @aniesbaswedan in sya Allah RI 1 Amin ??;anies-cak imin;positive
instagram;Liat rekam jejaknya, kata pak anies!??;anies-cak imin;negative
instagram;Kalau janji AMIN insyaallah kami percaya, Pak Anies sudah membuktikan jani2nya di DKI ??????;anies-cak imin;neutral
instagram;Tetap Anies, Amin saja ?;anies-cak imin;positive
instagram;Tawaran yg sangat bagus, makanya sy pilih pak anies;anies-cak imin;negative
instagram;Fakta : dari berbagai survei pak Anies satu2 nya gubernur Jakarta yang rate kepuasan rakyat nya 88% -90% dan berkomitmen masa kerja baktinya sampai habis, bukan meninggalkan rakyat dan jabatan/tanggung jawab nya demi sebuah jabatan yang lebih tinggi... Good job pak Anies????;anies-cak imin;positive
twitter;"Cawapres nomor urut 1 Muhaimin Iskandar bertanya ke cawapres nomor urut 3 Gibran Rakabuming Raka soal trik agar proyek besar pusat dimasukkan ke daerah, dalam hal ini daerah yang dipimpin Gibran yakni Kota Solo. 

Apa jawaban Gibran? Cek di video ya. 

#SuaraPenentu | Narasi Daily";prabowo-gibran;negative
twitter;"Calon wakil presiden nomor urut 2 Gibran Rakabuming Raka menyampaikan pernyataan pamungkasnya dalam debat cawapres dengan mengajak anak muda untuk saling mendukung dan bergandengan tangan.

Pernyataan itu ia tegaskan karena Indonesia saat ini tengah mendapat bonus demografi selama periode 2020 sampai dengan 2030.

Cek pernyataan lengkap Gibran di video ini ya. 

Jangan lupa, nonton lagi keseruan debat cawapres di YouTube Najwa Shihab dan web Narasi. 

#SuaraPenentu | Narasi Daily";prabowo-gibran;negative
twitter;"Gibran Tanya soal SGIE ke Muhaimin Iskandar, Muhaimin: SGIE Itu Apa? 

Video: Youtube Tv Tempo 

#DebatCawapres #Gibran #muhaiminiskandar #SGIE";prabowo-gibran;negative
twitter;"Calon wakil presiden nomor urut 2 @gibran_tweet, menjawab pertanyaan dari calon wakil presiden nomor urut 1, Muhaimin Iskandar, saat #DebatCawapres di Jakarta Convention Center (JCC), Jakarta, Jumat (22/12/2023).

Sebelumnya, Muhaimin meminta Gibran sebagai Walikota Solo, membagikan tips and trik cara agar proyek-proyek besar bisa masuk seperti di kota Solo, sehingga Bupati dan Walikota dari pemerintah daerah yang lain bisa belajar dari hal itu.

~N #PrabowoGibran #GibranRakabuming #JernihMemilih #Pemilu2024KCM";prabowo-gibran;positive
twitter;"Dalam closing statement-nya di debat cawapres, Jumat (22/12), cawapres nomor urut 2, @gibran_tweet, mendatangi dua cawapres lainnya, @cakimiNOW dan @mohmahfudmd. Dia pun salim ke mereka berdua. Gibran juga mengucapkan terima kasih ke capresnya, Prabowo, yang hadir di situ.

Debat Pilpres 2024 hari ini mengadu gagasan 3 cawapres seputar ekonomi. Ada delapan tema yang dibahas, yakni ekonomi kerakyatan dan digital, kesejahteraan sosial, investasi, perdagangan, pajak, keuangan, pengelolaan APBN/APBD, serta infrastruktur.

??: Dok. KPU RI.

#pemilupedia #focus #debatkedua #bisnis #svt #debatpilpres #cawapres #debatcawapres #mohmahfudmd #cakimin #gibranrakabuming #infoterkini #beritaterkini #kumparanc";prabowo-gibran;positive
twitter;"Gibran Rakabuming Sebut IKN Hanya Pakai 20% Dana APBN

#DebatCawapres #Gibran";prabowo-gibran;positive
twitter;"Gazalba Saleh merupakan tersangka dugaan gratifikasi dan tindak pidana pencucian uang (TPPU) terkait penanganan perkara di lingkungan Mahkamah Agung (MA). KPK mengumumkan penahanan Gazalba, Kamis (30/11/2023). 

“Tim penyidik menahan tersangka GS untuk 20 hari pertama, mulai 30 November sampai dengan 19 Desember 2023 di Rutan KPK,” kata Direktur Penyidikan KPK Asep Guntur dalam konferensi pers di Gedung Merah Putih KPK, Jakarta Selatan.

Gazalba diduga menerima gratifikasi atas pengaturan vonis sejumlah perkara kasasi maupun peninjauan kembali di MA. Salah satunya, yakni putusan kasasi eks Menteri KKP Edhy Prabowo, yang bebas bersyarat 18 Agustus 2023.

Adapun aliran uang gratifikasi yang diterima Gazalba dalam kurun 2018-2022 senilai Rp15 Miliar. Uang itu dialihkan menjadi aset berupa 1 unit rumah di Cibubur, Jakarta Timur, seharga Rp7,6 Miliar, dan sebidang tanah di Jakarta Selatan seharga Rp5 Miliar.

Gazalba juga menukar sejumlah uang ke beberapa money changer dengan memakai identitas orang lain. Atas perbuatannya, ia dijerat Pasal 12B UU Tipikor dan Pasal 3 UU TPPU.

Ini merupakan pengembangan dari kasus dugaan suap terkait pengurusan perkara di MA yang sebelumnya menjerat Gazalba. Ia divonis bebas dalam kasus tersebut.

| Narasi Daily";prabowo-gibran;negative
