source;text;person;sentiment
instagram;Masya Allah.. Cak Imin pidato isinya berbobot dan berkarakter. Semoga AMIN menang dan menjadi Presiden dan Wapres ??;anies-cak imin;positive
instagram;ANIES BASWEDAN PRESIDEN;anies-cak imin;positive
instagram;Bapak baju putih samping Bang Anies mood banget ketawanya njr ??;anies-cak imin;positive
instagram;To be number one ANIES BASWEDAN ?????????? RI 1 ..... #AMIN #1 ??;anies-cak imin;positive
instagram;Maaf bro saya pilih anies-imin, maaf bro saya tidak akan memilih capres capres dari rezim ini, pilpres bukan hanya untuk ganti presiden tapi harus ganti rezim ini, rezim ini di kuasai cukong cukong China, bahaya bagi NKRI????;anies-cak imin;positive
instagram;menang 1 putaran Anies Imin??;anies-cak imin;positive
instagram;Yg paling keren Anies-imin kaya ada tanda tanda alam, pas waktu dftr dia paling pertama trs pas waktu ngambil nomer antrian dia juga di antrian pertama, ehhh pas ngambil nomer urut juga dpt nomer pertama. ????;anies-cak imin;positive
instagram;"Pilih Nomor 1
AMIN
Anies Baswedan dan Gus Muhaimin Iskandar
Untuk Indonesia lebih Baik dan Berkeadilan
Salam Perubahan
#AMINAjaDulu";anies-cak imin;positive
instagram;Pak Anies insyaAllah bakal jadi presiden insyaAllah;anies-cak imin;positive
instagram;Insya allah yakin pak anies dan gus muhaimin Presiden dan wakil presiden ri 2024 akan dtang aamiin;anies-cak imin;positive
instagram;Maju trus pa anies??;anies-cak imin;positive
instagram;DRAMA LAH...gmn cara nya Anies kalah itu mah..kalau menang penjara penuh..2024 HARUS PERUBAHAN NYATA DI TANYAN ANIES;anies-cak imin;positive
instagram;Semakin mantap memilih ANIES BASWEDAN dan MUHAIMIN ISKANDAR. Mantaaap AMIN????????;anies-cak imin;positive
instagram;Partai Ummat nggak dukung Anies kah?;anies-cak imin;positive
instagram;Saya yakin kalo pak anies yang terpilih bakal adem ayem, bebas bersuara, ga kaya sekarang, dikit dikit baperan, dikit dikit lapor...;anies-cak imin;positive
instagram;Nah kan kenapa kata anies nilai kebebasan berpendapat di Indonesia itu hanya 50-60% ...;anies-cak imin;neutral
instagram;Anies no 1 Bismillah;anies-cak imin;positive
instagram;Maaf saya pilih Anies ??;anies-cak imin;positive
instagram;Kita dukung anis Baswedan dan cak imin sampai jadi ketua RT pantau terus ??;anies-cak imin;positive
instagram;InsyaAllah Pak Anies-Muhaimin for Indonesia 2024 ????????;anies-cak imin;positive
instagram;Sudah jelas dong menunjuk ke Pak Anies Rasyid Baswedan Phd for Presiden 2024;anies-cak imin;positive
instagram;Teteup Anies???? AMIN Anies Muhaimin no. 1 Menang????????;anies-cak imin;positive
instagram;Anies lahir dari politik identitas wkwkk;anies-cak imin;positive
instagram;"Pasangan No 2 :
???Capresnya Pelaku pelanggaran HAM Berat 
???Cawapresnya Pelanggaran Etika Berat.
Mau ngurusin negara bikin gaduh, dinas di lembaga negara bikin gaduh, 2009 gaduh, 2014 lagi malah gaduh 2019 gaduh. 
2023 pilih cawapresnya bikin gaduh. trus semua yg diurusin selama hidupnya ga jauh dari kegaduhan.
KATA CAK LONTONG MIKIR !";prabowo-gibran;negative
instagram;All in One for Anies ??;anies-cak imin;positive
instagram;Tambah yakin aja gw Pilih Anies Baswedan;anies-cak imin;positive
instagram;Anies Presiden Insya Allah lokal 100%;anies-cak imin;positive
instagram;Ngapain pilih anies, ga ada guna ??;anies-cak imin;negative
instagram;On fire nie cak imin;anies-cak imin;neutral
instagram;Anies udah gk kabat jd gubernur, Coba tanya PJ yg sekarang.. Kemapa perawatannya kurang sampe2 tersumbat resapannya;anies-cak imin;negative
instagram;Kerjaaan Anies belum beres nih. Kasih dia tiket jadi presiden, biar dia beresin.??;anies-cak imin;positive
instagram;Hanya pak anies baswedan pilihanku. Segerakanlah dia jadi pemimpin;anies-cak imin;positive
instagram;Saya lebih percaya dengan penjelasan Gus Dur dan Yenny Wahid, daripada Cak Imin.;anies-cak imin;positive
instagram;Lebih percaya sama mbak Yenny Wahid daripada cak Imin??;anies-cak imin;positive
instagram;Saya setuju dg pak jokowi makanya sy pilih pak anies..????;anies-cak imin;positive
instagram;Tombol ANIES Presiden, tanpa merusak Konstitusi ??????????;anies-cak imin;positive
instagram;Ya Allah jadikanlah Pak Anies Rasyid Baswedan Presiden Republik Indonesia menggantikan Pak Jokowi. AMIN ????????;anies-cak imin;positive
instagram;Saya pilih yang cerdas Anies Baswedan;anies-cak imin;positive
instagram;Mereka takut Anies RI 1...takut ngeganggu rampok negaranya terganggu;anies-cak imin;positive
instagram;Loe juga curang, berhentilah jadi menteri, berhenti jadi gubernur, jadi walikota yg benar anies juga;anies-cak imin;negative
instagram;Anies oke??????;anies-cak imin;positive
instagram;Anies ok;anies-cak imin;neutral
instagram;Anies amin;anies-cak imin;neutral
instagram;Amin Anies;anies-cak imin;neutral
instagram;Anies;anies-cak imin;neutral
instagram;Kapan lagi kita punya presiden yg berkelas aqiunya di atas rata rata cuman pa anies baswedan lah cucu pahlawan yg iklas untuk indonesia maju;anies-cak imin;positive
instagram;Ngg usah bingung, kalau capres cawapres lain awal nya aja udah curang.. Gimana ke depannya?? Emang paling bener, mesti pilih Pak Anies, no. 1 di 2024 nanti. Amin;anies-cak imin;positive
instagram;Bismillah 1. Anies-Muhaimin AMIN, Bersama Mewujudkan Indonesia Adil, Makmur, Sejahtera?? #AMINAjaDulu;anies-cak imin;positive
instagram;Semoga Allah mudahkan... Bismillah Ada Jalan AMIN... ANIES FOR PRESIDENT;anies-cak imin;positive
instagram;Walopun kurang srek sama cak imin, tpi krna anies capres nya, gass keun aja lahh ??;anies-cak imin;positive
instagram;Semoga dimudahkan Allah hal baik anies;anies-cak imin;positive
instagram;klo salah anies klo bener erik tohir;anies-cak imin;negative
instagram;Anies - Muhaimin aja, tidak ada unsur cawe cawe;anies-cak imin;positive
instagram;Beda kelas memang dengan @aniesbaswedan . Anies berbicara depan mahasiswa di universitas² luar negeri tanpa teks dan dengan fasihnya berbahasa inggris. Itu pemimpin kelas dunia;anies-cak imin;positive
instagram;Yah semoga Anies.. biar lbih jelas di hadapan dunia;anies-cak imin;positive
instagram;Kebanggaan Indonesia apa kebanggaan Anies ini?;anies-cak imin;positive
instagram;Ya Allah mudahkan pak anies mjd presiden RI;anies-cak imin;positive
instagram;Pak Anies keren ?;anies-cak imin;neutral
instagram;Tombol 1. Anies - Muhaimin --->>;anies-cak imin;neutral
instagram;No 1 anies??????;anies-cak imin;neutral
instagram;Ini keren sih, kelihatannya bu Susi sangat tertarik dengan rencana pak Anies Baswedan. Mantap ????;anies-cak imin;positive
instagram;???? apalagi kalau pak Anies jadi presiden semoga menteri kelautan ibu Susi lagi agar kedaulatan lautan terjaga;anies-cak imin;positive
instagram;Anies cocook nya jadi guru aja ya??;anies-cak imin;positive
instagram;Jgn mimpi Pak Anies klo bpk jd Presiden.Rakyat udah pada pinter2,pak.;anies-cak imin;neutral
instagram;Hanya anies yg bersih,oleh krna itu skg buruh Indonesia tetap pilih Anies Baswedan??;anies-cak imin;positive
instagram;Semoga nomor 1 pak ANIES menjadi PRESIDEN ???? ?? ?? ???????? ?? ???? ????????;anies-cak imin;positive
instagram;2024 TETAP DUKUNG PAK ANIES.??????;anies-cak imin;positive
instagram;Bravo Pak Anies????????????;anies-cak imin;neutral
instagram;Generasi muda emas Indonesia Pak Anies Inshaa Allah AMIN;anies-cak imin;neutral
instagram;yakin pak anies bakal jadi pemimpin yang bijaksana??;anies-cak imin;positive
instagram;Kewibawaan pak anies mirip umar bin khatab semoga kedepan nya indonesia tambah maju bersama pak anies??;anies-cak imin;positive
instagram;dukung pak anies????;anies-cak imin;positive
instagram;Hanya pak anies yang bisa membangkitkan umat;anies-cak imin;positive
instagram;Cuman pak Anies yg bisa bangkitkan ummat;anies-cak imin;positive
instagram;Hanya pak anies yg patut jd presiden.!!.maju terus pak anies!!;anies-cak imin;positive
instagram;Tapi kami percaya bapak pasti amanah. Bapak anies untuk indonesia??;anies-cak imin;positive
instagram;Anies Baswedan presiden Indonesia aamiin ????;anies-cak imin;positive
instagram;Hanya Anies yg bisa membawa Indonesia lebih maju dan dpat menyelamatkan umat;anies-cak imin;positive
instagram;"Insya allah niat yang baik akan mendapatkan hasil yang baik
Pak Anies Baswedan presiden Republik Indonesia 2024";anies-cak imin;positive
instagram;Intinya In Syaa ALLAH pak Anies Baswedan menjadi presiden RI thn 2024 Aamiin Aamiin Aamiin Aamiin Aamiin Aamiin Aamiin Aamiin Aamiin YRA??????????????????;anies-cak imin;positive
instagram;Asalkan jangan anies ??;anies-cak imin;negative
instagram;Kita satukan pilihan untuk memenagkan pak anies di 2024;anies-cak imin;neutral
instagram;"AMIN terbaik ???? Rekam jejak dan pencapaian Anies di DKI jakarta :
1. jakarta internasional eprix sircuit (JIEC).
2. Jakarta Internasional Stadium (JIS) yang dibangun 100% anak anak bangsa.
3. Revitalisasi kota tua Batavia.
4. pembangunan jalur sepeda.
5. JPO pinisi jl jend.Sudirman
6. JAKI aplikasi jakarta kini.
7. jaklingko.
8. pelebaran trotoar untuk pejalan kaki.
9. gratiskan PBB dibawah 2M.
10. 3200 lebih rumah DP 0 RP.
11. kampung susun akuarium .
12. flay over tapal kuda .
13. Revitalisasi simpang lima pasar senen.
14. mengjadirkan pangan murah bekerjasama denga petani JATENG dan JATIM.
15. 5kartu kesejahteraan .
16. mengintegrasikan angkutan umum.
17. penghargaan kota layak anak .
18. honorable mantion sustainable transport award.
19. penghargaan kemenag dibidang pengembangan pendidikan agama.
20. transjakarta top corporate performance 2020.
21. predikat wajar tanpa pengecualian (WTP) 5 th berturut turut.
22. penghargaan BNN RI.
23. pembina BUMD terbaik 2020.
24. peraih 9 kategori juara umum anugerah publik relation indonesian award 2020.
25. peraih anugerah inovasi indonesia (ICAI) 2020 IDX channel.
26. juara kompetisi nasional TIK kemenfo RI.
27. indonesia governent procurement award 2020.
28. penghargaan TOP 45 2020 inovasi pelayanan publik.
29. medali emas bhumandala award .
30. penghargaan kota peduli HAM dari kemenkumham.
31. penghargaan HEROES 
32. penghargaan KPPU AWARD 2021.
33. juara sustainable transport award 2021.
34. penghargaan pilar pilar sosial penanganan covid 19 2021.
35. penghargaan IDC future interprise award 2021.
36. TOP Digital award 2021.
37. pencapaian kota ramah sepeda se Indonesia.
38. penghargaan OJK award.
39. penghargaan best Governor for inclusive economic growth peaple of the year 2021.
40. penghargaan perda paling informatif.
41. best regional leader.
42. anugerah padmamitra award.
43. anugerah dwija praja nugraha.
44. juara 1 WSIS prizez 2022 .
45. harmony award.
46. PASIAD education award.
48. menaikkan UMR jakarta 10%.
49. membangun 33 Rusunawa .
50. gratiskan jaklingko.
51. pertumbuhan ekonomi 10%.
52. sopir angkot gaji UMR .
53. mengatasi titik banjir dari 105 menjadi 35 titik banjir.
54. membangun 400 taman kota";anies-cak imin;positive
instagram;"AMIN pilihan terbaik ,, Anies Baswedan lahir di Kuningan anak dari Rasyid Baswedan (wakil rektor UII yogyakarta ) dan Aliyah (guru besar UNY) serta cucu dari AR Baswedan pahlawan nasional asal Surabaya. Anies sejak SD sudah mempunyai kemampuan leadership yang luar biasa dibuktikan mampu membuat kelompok kelabang dari teman teman se SD nya dan dari anak anak SMP di tempatnya , saat SMA anies menjadi ketua OSIS  dan sudah mampu mewawancarai tokoh tokoh nasional untuk program TVRI . Kemudian mendapat beasiswa bersekolah selama setahun di Senior High School South Milwaukee, Wisconsin, Amerika Serikat. 
Saat S1 di UGM anies menjadi ketua Senat dan menjadi aktivis yang ikut menentang otoriternya Orde Baru . kemudian sempat bersekolah selama setahun di Senior High School South Milwaukee, Wisconsin, Amerika Serikat. Anies kemudian mendapatkan beasiswa Fulbright untuk pendidikan master di bidang international security and economic policy di University of Maryland, College Park. Dia lulus dari kampus di Amerika Serikat itu pada 1998. Dia lalu melanjutkan jenjang S3 dengan mengambil jurusan ilmu politik di Northern Illinois University, AS dan lulus pada 2004. Selama di sana, Anies bekerja sebagai asisten riset di The Office of Research, Evaluation, and Policy Studies, Northern Illinois University. sebelum menjadi menteri Anies adalah penggagas Indonesia mengajar yang  mengirim tenaga tenaga pengajar ke berbagai pelosok di Indonesia , yang berkontribusi pada perkembangan pendidikan kususnya di daerah pelosok. Anies juga menjadi rektor termuda  di Universitas Paramadina.";anies-cak imin;positive
instagram;Semoga pak anies yg menang;anies-cak imin;neutral
instagram;Saya suka dan dukung Bang Aiman, selalu terdepan dan berani...Insyaallah saya pilih AMIN (Anies - Muhaimin).;anies-cak imin;positive
instagram;Tetap Fokus Coblos AMIN (Anies - Muhaimin) Nomer Satu : ?, Menjadi Presiden& Wapres ???????????? 2024;anies-cak imin;positive
instagram;Semoga tahun 2024 Pak Anies punya pabrik kue.;anies-cak imin;positive
instagram;Anies Baswedan ????;anies-cak imin;neutral
instagram;Tak gentar maju terus amin anies muhaimin;anies-cak imin;positive
instagram;Ga masalah pak di jegal yg penting pilpres rakyat yg memilih bpk ANIES BASWEDAN next RI 1. AMIN 2024??;anies-cak imin;positive
instagram;juga ntar banyak pendukung datang dari luar, dimana2 Anies dielukan2 , UGM ga mau dicap tempat kampanye., walaupun datang kesana sebagai dosen umum.;anies-cak imin;positive
instagram;Presiden Anies Baswedan dukungan palestina bebas ya;anies-cak imin;positive
instagram;Anies satu putaran saja pak;anies-cak imin;positive
instagram;Bergerak Bergerak Berdampak ~ Perubahan, Barakallah Pak Anies Baswedan, adu ide gagasan gak pake contekan dan power point!!!;anies-cak imin;positive
instagram;Saya Sebagai Pecinta Bola Memilih Pak Anis, Soalnya Karya Pak Anies Stadion JIS rumputnya sdh di ganti bukan tambah bagus malah jelek, akibat banyak penjegallan terhadap pak anies;anies-cak imin;positive
twitter;"Calon wakil presiden nomor urut 2 @gibran_tweet, menjawab pertanyaan dari calon wakil presiden nomor urut 1, Muhaimin Iskandar, saat #DebatCawapres di Jakarta Convention Center (JCC), Jakarta, Jumat (22/12/2023).

Sebelumnya, Muhaimin meminta Gibran sebagai Walikota Solo, membagikan tips and trik cara agar proyek-proyek besar bisa masuk seperti di kota Solo, sehingga Bupati dan Walikota dari pemerintah daerah yang lain bisa belajar dari hal itu.

~N #PrabowoGibran #GibranRakabuming #JernihMemilih #Pemilu2024KCM";prabowo-gibran;positive
twitter;"Dalam closing statement-nya di debat cawapres, Jumat (22/12), cawapres nomor urut 2, @gibran_tweet, mendatangi dua cawapres lainnya, @cakimiNOW dan @mohmahfudmd. Dia pun salim ke mereka berdua. Gibran juga mengucapkan terima kasih ke capresnya, Prabowo, yang hadir di situ.

Debat Pilpres 2024 hari ini mengadu gagasan 3 cawapres seputar ekonomi. Ada delapan tema yang dibahas, yakni ekonomi kerakyatan dan digital, kesejahteraan sosial, investasi, perdagangan, pajak, keuangan, pengelolaan APBN/APBD, serta infrastruktur.

??: Dok. KPU RI.

#pemilupedia #focus #debatkedua #bisnis #svt #debatpilpres #cawapres #debatcawapres #mohmahfudmd #cakimin #gibranrakabuming #infoterkini #beritaterkini #kumparanc";prabowo-gibran;positive
twitter;"Gibran Rakabuming Sebut IKN Hanya Pakai 20% Dana APBN

#DebatCawapres #Gibran";prabowo-gibran;positive
twitter;"Badan Pengawas Pemilu (Bawaslu) DKI Jakarta tengah melakukan penelusuran terkait dua kasus potensi pelanggaran kampanye yang dilakukan oleh cawapres nomor urut 2, Gibran Rakabuming Raka.

Pertama, Gibran diduga melakukan pelanggaran kampanye lantaran membagi-bagikan susu di arena car free day (CFD) di Bundaran Hotel Indonesia (HI), Jakarta, pada Minggu, (3/12/2023).

Koordinator Divisi Penanganan Pelanggaran Bawaslu DKI Jakarta Benny Sabdo menegaskan arena CFD bukan untuk aktivitas kampanye Pemilu. 

Pasalnya, menurut Pasal 7 Pergub DKI Jakarta Nomor 12 Tahun 2016 tentang Pelaksanaan Hari Bebas Kendaraan Bermotor, Jakarta car free day tidak boleh dimanfaatkan untuk kepentingan partai politik apalagi aktivitas kampanye.

Terlebih, Bawaslu DKI menyebut tak ada pemberitahuan ke Bawaslu Jakarta Pusat ihwal kegiatan tersebut.

Selain itu, Bawaslu DKI Jakarta juga tengah mengkaji dugaan pelanggaran pertama yakni terkait aktivitas kampanye Gibran di Penjaringan, Jakarta Utara, pada Jumat, (1/12/2023)

Dalam kampanye itu, Gibran diduga melibatkan anak-anak karena meminta mereka naik ke atas panggung untuk diberikan buku dan susu.

Berdasarkan Pasal 280 ayat (2) huruf k Undang-undang Nomor 7 Tahun 2019 tentang Pemilu, peserta pemilu dilarang melakukan aktivitas kampanye yang melibatkan anak-anak.

Kemudian berdasarkan Pasal 15 huruf a Undang-undang Nomor 23 Tahun 2002 tentang Perlindungan Anak, disebutkan bahwa tidak boleh ada penyalahgunaan anak-anak untuk kegiatan politik.

Kini, Bawaslu Jakarta Pusat dan Bawaslu Jakarta Utara sedang melakukan kajian thd perihal perkara tersebut.

“Untuk sanksi dapat dikenakan sanksi pidana atau sanksi administratif, Bawaslu DKI senantiasa bersikap adil terhadap seluruh peserta pemilu baik capres/cawapres maupun caleg. Jadi, tidak ada perlakuan diskriminatif dlm pengawasan kampanye.”  Kata Benny.

#SuaraPenentu | Narasi Daily";prabowo-gibran;positive
twitter;"Penjabat Gubernur DKI Jakarta Heru Budi Hartono enggan berkomentar soal kampanye cawapres nomor urut 02, Gibran Rakabuming Raka, yang membagikan susu di Bundaran HI. 

Pembagian dilakukan Gibran saat Car Free Day, Minggu pagi 3 Desember 2023.

#TempoQuotes #Gibran #Heru #tempodotco";prabowo-gibran;neutral
twitter;"Warga Desa Wadas, Kecamatan Bener, Kabupaten Purworejo yang selama ini menolak tambang andesit membantah termasuk kelompok pendukung pasangan Prabowo Subianto-Gibran Rakabuming Raka.

#tempodotco #Wadas #tempoheadliner";prabowo-gibran;negative
twitter;"“Orang melihat Prabowo yang di-branding gemoy, lucu, fun, ternyata saat debat terbuka bisa menunjukkan emosi yang seekspresif itu. Masih jadi PR Prabowo untuk memperkuat branding gemoy,” jelas Nova.

Simak selengkapnya dalam Liputan Khusus “Merebut Suara Bimbang lewat Debat Capres” di kumparan.

??: Dok. kumparan/Iqbal Firdaus, Antara Foto/Galih Pradipta, Drone Emprit/Rizal Mujahid.

#kumparanplus #lipsus #capresberebutsuara #timlipsus #carousel #collab #lipsuskumparan #aniesbaswedan #prabowosubianto #ganjarpranowo #pemilu2024 #pilpres2024 #politik #kumparan";prabowo-gibran;negative
twitter;"“Orang melihat Prabowo yang di-branding gemoy, lucu, fun, ternyata saat debat terbuka bisa menunjukkan emosi yang seekspresif itu. Masih jadi PR Prabowo untuk memperkuat branding gemoy,” jelas Nova.

Simak selengkapnya dalam Liputan Khusus “Merebut Suara Bimbang lewat Debat Capres” di kumparan.

??: Dok. kumparan/Iqbal Firdaus, Antara Foto/Galih Pradipta, Drone Emprit/Rizal Mujahid.

#kumparanplus #lipsuskumparan #capres2024 #pilpres2024 #pemilu2024 #politik #capresberebutsuara #kumparan";prabowo-gibran;negative
twitter;Menurut Lead Analyst Drone Emprit Rizal Nova Mujahid, data tersebut menunjukkan bahwa warganet kaget dengan sikap Prabowo saat debat yang tidak sesuai dengan citra gemoy, lucu, dan ramah seperti yang ia bangun pada pilpres kali ini. Warganet juga khawatir karena Prabowo masih emosional seperti pada dua pilpres sebelumnya.;prabowo-gibran;negative
twitter;"Gimana sih kesan warganet terhadap debat capres?

Sistem monitoring media sosial, Drone Emprit, menganalisa sentimen warganet di media sosial X pada 13 Desember pukul 00.00-18.00 WIB atau sehari setelah debat capres pertama. Hasilnya, capres @aniesbaswedan paling banyak dibicarakan, diikuti @prabowo dan @ganjarpranowo.

Sebaliknya, sentimen negatif justru banyak dituai Prabowo sebanyak 52%. Terhadap Prabowo, emosi warganet yang dipotret Drone Emprit didominasi rasa kaget dan takut. Terdapat sekitar 2.100 postingan dengan emosi kaget serta 2.000 postingan dengan emosi takut.";prabowo-gibran;negative
twitter;"""Saya pertaruhkan nyawa saya dan jiwa saya, untuk membela demokrasi dan HAM"" - Prabowo Subianto #JawaPosKawalPemilu2024 #DebatCapres";prabowo-gibran;positive
twitter;"Namun, hasil survei itu bersifat fluktuatif. Terlebih, menurut pengamat politik UNS Agus Riewanto, Jokowi kini dibombardir isu politik dinasti usai Gibran Rakabuming, anaknya, menjadi cawapres Prabowo.

Selengkapnya dalam liputan khusus “Geng Solo, Benteng Jokowi Jelang 2024” hanya di kumparan.

Dok: Antara Foto/Yulius Satria Wijaya, Agus Suparto, kumparan/ Jamal Ramadhan, ANTARA FOTO/Asprilla Dwi Adha, Biro Pers Sekretariat Presiden/Lukas, kumparan/Maulana Ramadhan, kumparan/Indra Fauzi.

#kumparanplus #lipsus #gengsolo #timlipsus #carousel #collab #lipsuskumparan #jokowi #pilpres2024 #pemilu2024 #kumparan";prabowo-gibran;positive
twitter;Sebelumnya, Melki sempat mengatakan bahwa majunya Wali Kota Solo sekaligus putra sulung Presiden Joko Widodo, Gibran Rakabuming Raka sebagai bakal calon wakil presiden, bukanlah kemenangan anak muda.;prabowo-gibran;neutral
twitter;"Bacapres Prabowo Subianto menyinggung soal welfare state dan beberapa konsekuensi yang didapat nih.

Namun, ternyata apa yang ia sampaikan mendapat kritikan dari pakar.

Apa sih welfare state itu? Apa kritik yang disampaikan ke Prabowo terkait ini? Tonton video ini deh??

#SuaraPenentu 

| Narasi Daily";prabowo-gibran;negative
twitter;"Tak hanya Presiden Jokowi, Ibu Negara Iriana juga cawe-cawe dalam pemilihan presiden kali ini. Ada peran Iriana dalam pencalonan anaknya--Gibran Rakabuming Raka--sebagai pasangan Prabowo Subianto. 

Kepentingan keluarga ini sampai mengobrak-abrik konstitusi dan mengancam demokrasi. Sebagai pejabat publik, Jokowi yang tak membatasi peran istrinya, apalagi membiarkan dan mendorongnya untuk cawe-cawe, sebetulnya tengah membuka celah praktik korupsi, kolusi, dan nepotisme.

#ApaKataTempo #PodcastTempo";prabowo-gibran;negative
twitter;"Hal ini diungkapkan Mu’ti melalui unggahan di akun X pribadinya. 

?? Mu'ti: “Prabowo Subianto-Gibran Rakabuming Raka, Jumat 24 November pukul 09.00-11.00 di Universitas Muhammadiyah Surabaya.”";prabowo-gibran;positive
twitter;"Gibran Sebelumnya Dikonfirmasi Hadir

Sebelumnya, Mu’ti telah mengkonfirmasi bahwa pasangan calon presiden dan wakil presiden nomor urut 2 itu akan hadir di uji publik PP Muhammadiyah.";prabowo-gibran;positive
twitter;?? Mu'ti: “Dialog hanya akan dihadiri oleh Pak Prabowo. Sangat disayangkan,”;prabowo-gibran;negative
twitter;"Emang boleh? ??

Dukungan dari sejumlah perangkat desa di bawah naungan APDESI kepada capres-cawapres Prabowo Subianto dan Gibran Rakabuming Raka bikin geger nih~ Apa boleh perangkat desa ngasih dukungan ke salah satu capres-cawapres? 

Selengkapnya di video berikut!

#tanyapemilu #perangkatdesa  #pilpres #pemilupedia #capres #cawapres #prabowo #gibran #pilpres2024 #kumparan";prabowo-gibran;neutral
instagram;Semoga Prabowo gak jadi presiden deh.. bisa hancur ni negara;prabowo-gibran;positive
instagram;Walaupun bukan gibran wakilx prabowo yg menang...;prabowo-gibran;positive
instagram;"Saya heran banyak orang2 yg meragukan Gibran sebagai Cawapres, padahal track record beliau lumayan loh: 
7 tahun jadi anak walikota Solo
2 tahun jadi anak gubernur Jakarta
10 tahun jadi anak presiden Indonesia
3 tahun jadi kakak ipar Walikota Medan
1 tahun jadi keponakan ketua MK
2 tahun jadi walikota Solo
Dan sekarang jadi Kakak kandung Ketua umum PSI
kok masih ada yg meragukan beliau?";prabowo-gibran;negative
instagram;Kalau gibran gak jadi cawapres, yo bapaknya nanti jadikan cawapres;prabowo-gibran;negative
instagram;Ngga nyangka itu emaknya si Gibran, harusnya seorang ibu lebih lembut hatinya, coba mengingatkan suami dan anak-anak nya agar tidak rakus dan haus akan kekuasaan;prabowo-gibran;negative
instagram;Berkat doa dan dorongan ibu iriana bisa menuntun mas Gibran jadi pemimpin;prabowo-gibran;positive
instagram;Kalo ijazah palsu, kenapa bisa lolos verifikasi pilwako solo yaa? Dan kinerja Gibran baik di Solo ????;prabowo-gibran;positive
instagram;Nah itu cukongnya para buzzer yg trs fitnah, jelekin, kata2 in pakde, gibran... ?????? @fatmawati.rauf @a.wati20 @kratoz13.zeus @a_fee27 @tawon_rimba ??????;prabowo-gibran;negative
instagram;Semakin di serang semakin di fitnah semakin yakin Prabowo-Gibran menang satu putaran ??????;prabowo-gibran;positive
instagram;beda cerita kalo prabowo yg ngisi, pasti disediakan karpet merah buat joget;prabowo-gibran;negative
instagram;Sedikit lg min d ruas pd cabe belom tersambung mudah² sebelum 14 feb sudah selesai dan klo sebelum 14 feb sudah beroperasi saya akan dukung prabowo namun klo sampe lewat dr itu saya dukung amin aja;prabowo-gibran;negative
instagram;saatnya PRABOWO-GIBRAN untuk Menuju Indonesia Emas..????;prabowo-gibran;positive
instagram;@prabowo - @gibran_rakabuming YESS ????;prabowo-gibran;neutral
instagram;Tombol Prabowo Subianto Presiden RI ke 8>>>>>;prabowo-gibran;positive
instagram;Yg ga suka Prabowo Gibran pasti iri;prabowo-gibran;positive
instagram;Sebenernya udh ada Program Food Estate, tapi koordinatornya disuruh nanem singkong malah manen Gibran;prabowo-gibran;negative
instagram;ya gimana ya food estate gagal dibawah prabowo, orang tanah gambut malah ditanem singkong wkkwkw;prabowo-gibran;negative
instagram;Gibran realistis. Anak muda bgt. Selow saja;prabowo-gibran;neutral
instagram;All in Prabowo ??;prabowo-gibran;neutral
instagram;pak prabowo mau saya ajarin mundur ???;prabowo-gibran;positive
instagram;Prabowo ingin membuktikan bahwa dia adalah pemimpin yang berkualitas, tapi pak prabowo secara tidak langsung membuktikan bahwa dirinya tidak layak menjadi presiden;prabowo-gibran;negative
instagram;prabowo solusinya??;prabowo-gibran;positive
instagram;Tenang saja pak Prabowo saya ada di sini;prabowo-gibran;positive
instagram;Ngaca bro ... Prabowo sudah ditinggal pendukung lalu;prabowo-gibran;positive
instagram;Mungkin keluarga RK ja yg mau dukung prabowo di jabar,kebanyakan warga jabar udah gk mau prabowo karang mh,mereka mau AMIN;prabowo-gibran;positive
instagram;HANYA ORANG GAK WARAS YG PILIH PRABOWO GIBRAN;prabowo-gibran;negative
instagram;Mungkin hanya segelintir OKNUM.. cuma tetap aja judulnya kecurangan ?? emg ga bisa berkompetisi secara adil kah kubu nya Gibran ??????;prabowo-gibran;negative
instagram;Kaya ga tau aja SIAPA pak prabowo...menantu dr SANG presiden yg di reformasi rakyat karna apa? Tau kan jawabannya;prabowo-gibran;negative
instagram;Lbh kaya GIBRAN lah,..... IKN ntar pny bendera sendiri??;prabowo-gibran;negative
instagram;Alhamdulillah, kesamaan aku dgn Prabowo adl tdk memiliki hutang ????????????;prabowo-gibran;positive
instagram;Widihhhhh... Kok Eyang prabowo di pidatonya dendam sama bangkir ya karena gak dikasih kredit... Padahal duit dia sgitu gedenya... ????????????;prabowo-gibran;negative
instagram;Prabowo orang kaya  pendiri partai , ideal buat  mimpin negara ,  yang lain cuma  diatur  Ketum partai pengusung nya .fakta  kenapa byk korupsi era sekarang ini karena  pak Jokowi petugas partai  tak bisa berbuat byk .;prabowo-gibran;negative
instagram;Seng penting all in Prabowo ????;prabowo-gibran;positive
instagram;Selama ini media terlalu banyak menarasikan jokowi sosok yang hebat dan tidak ada celah keburukan, padahal aslinya jokowi ini punya banyak kejutan loh untuk kita di akhir kepemimpinannya, salah satunya masalah gibran yang maju ke pilpres 2024;prabowo-gibran;negative
instagram;Bobby di pecat jokowi gibran gk karena apa?? ?? ya karena takut kalah ??;prabowo-gibran;negative
